"English","日本語";
"Hide from a snake used to make items for crafting weapons and different items.","武器を作成するために使用されるヘビから隠れてください。";
"Tumbo Shell","粘土殻";
"Shell taken from a Tumbo, often used to make defenses.","粘膜から撮影されたシェルは、しばしば防御をするために使用されます。";
"Gnat Hide","GNAT隠す";
"Ion Assault Rifle Magazine","イオンアサルトライフルマガジン";
"Spirit","精神";
"Advanced compound created to increase your health and speed.","あなたの健康と速度を上げるために作成された高度な化合物。";
"Spirea","霊長";
"Spirea plant sample used as an ingredient to craft different items. Can be eaten for a small increase in health and nutrition.","Speia Plantサンプルは、さまざまなアイテムを作り出すための成分として使用されます。健康と栄養の小さな増加のために食べることができます。";
"Organic Sludge","有機汚泥";
"A thick sludge that appears to have high concentrations of graphene strands suspended in solution.","高濃度のグラフェン鎖を溶液中に懸濁させるように思われる厚いスラッジ。";
"Heat Sink Unit","ヒートシンクユニット";
"Broken Wire","壊れたワイヤー";
"Short segments of wire. With more pieces, could be combined into a usable segment of wire.","ワイヤーの短いセグメント。より多くのピースを使用すると、使用可能なワイヤのセグメントに組み合わせることができます。";
"Machete","マチェーテ";
"A sharp weapon that is essentially a steel blade with a nice handle.","素敵なハンドルを備えたスチールブレードである鋭い武器。";
"Copper Ingot","銅インゴット";
"Ingots are bricks of purified building materials. You will use these in to build many different things.

- Melting point: 1085 °C
","インゴットは精製建材のレンガです。あなたはこれらのインテを使ってさまざまなものを構築します。

 - 融点：1085℃
";
"Alien Insect Parts","エイリアン昆虫部品";
"Squished parts of an indigenous alien insect.","先住民族のエイリアンの昆虫のスクロード部分。";
"Crab Screwdriver","クラブドライバー";
"A makeshift multi-tool fashioned from tough pieces of chitinous antenna to allow for repairing, salvaging, and precise tinkering.","修理、救済、および正確ないじりを可能にするために、チティンなアンテナのタフな部分から作られたマキシフトマルチツール。";
"Military Medkit","軍のメドキット";
"Rubber","ゴム";
"Computer Screen","コンピューターの画面";
"A computer screen with an internal processor.","内部プロセッサを備えたコンピュータ画面。";
"Fungtiple Bulb","燃料球";
"A Bulb off a Fungtiple plant.","ファミティプルプラントから電球。";
"Glass Container","ガラスコンテナ";
"Stores liquid so that it can be drank or used to craft more useful items.","液体を貯蔵して、より有用な品目を作るために飲んだり使用できるように貯蔵してください。";
"Heavy Assault Magazine","重いアサルトマガジン";
"Ammo magazine for the Heavy Assault Rifle. It is automatically used when reloading, if stored in backpack.","重いアサルトライフルのための弾薬マガジン。バックパックに保存されている場合は、リロード時に自動的に使用されます。";
"Scrap Solar Panel","スクラップソーラーパネル";
"Scraps of solar panel parts that have been left over.","残っている太陽電池パネル部分のスクラップ。";
"Ammo charges for the Pistol. It is automatically used when reloading, if stored in your backpack.","ピストルのための弾薬の料金。バックパックに保存されている場合は、リロード時に自動的に使用されます。";
"Mercury","水星";
"A heavy metal often used in its liquid form for scientific instruments such as thermometers.","温度計などの科学的機器のための液体の形でよく使用されます。";
"Tumbo Egg","雲";
"Egg taken from the body of a Tumbo. Cook to avoid food poisoning.","卵の体から撮影した卵。食中毒を避けるために調理する。";
"Mercury Ingot","水星インゴット";
"Ingots are bricks of purified building materials. You will use these in to build many different things.

- Melting point: -38.83 °C
","インゴットは精製建材のレンガです。あなたはこれらのインテを使ってさまざまなものを構築します。

 - 融点：-38.83℃
";
"Crab Talon","カニタロン";
"Talon taken from a crab monsters leg.","カニのモンスターの足から取られたTalon。";
"Shears","剪断する";
"A precise surgical tool used for carefully gathering organic matter.","有機物を注意深く集めるために使用される正確な外科用器具。";
"Path Light Kit","パスライトキット";
"Solar light used for path marking","パスマーキングに使用される太陽光発電";
"Barrel","たる";
"Stores gas so that it can be used to craft more useful items.","より有用なアイテムを作るために使用できるようにガスを貯蔵してください。";
"Storage Unit Mk. III","記憶装置MK。 i";
"Arachnoid Hide","アラクノイド";
"Hide taken from an Arachnoid, used for crafting purposes.","クラフト目的に使用されるアラクノイドから撮影した隠れます。";
"Arachnoid Tail","アラクノイドテール";
"Tail taken from a Arachnoid to be used for crafting purposes.","クラフト目的に使用されるアラクノイドから撮影した。";
"Skeliopod Meat","スケ科植物の肉";
"Meat ripped right off the body of a Skeliopod. Cook to avoid food poisoning.","肉はスケ科植物の体から裂けた。食中毒を避けるために調理する。";
"Data Disk SN:349.01","データディスクSN：349.01";
"Mission Cryptex","ミッションクリプテックス";
"Recovery Unit Mk. I","回復ユニットMK。私";
"Hydrogen Canister","水素キャニスター";
"1% critical hit","1％クリティカルヒット";
"Container holding a pressurized hydrogen mixture. Made in either a printer or a fabricator. Used as a fuel source for the hydrogen torch.","加圧水の混合物を保持する容器。プリンタまたは製造業者で作られています。水素トーチの燃料源として使用されます。";
"Darts","ダーツ";
"Projectiles used by Dart Gun.","Dart Gunによって使用される発射体。";
"Hover Recharger","ホバーリチャージャー";
"Cobalt Ingot","コバルトインゴット";
"Gnat Tongue","GNAT Tongue";
"Tongue ripped right from the mouth of a Gnat. Cook to avoid food poisoning.","舌はGNATの口から右にリッピングされました。食中毒を避けるために調理する。";
"Gold Cover","ゴールドカバー";
"Nitro","ニトロ";
"Advanced compound created to give you more speed and stamina.","もっと速いとスタミナを与えるために作成された高度な複合。";
"Chlorine","塩素";
"A pale green gas, important for water purification.","淡い緑色のガス、浄水にとって重要です。";
"Adhesive","接着剤";
"Adhesive is used in the fabrication of Patch Tape.","接着剤はパッチテープの製造に使用されます。";
"English","英語";
"Avatar Inventory","アバターインベントリ";
"Back","バック";
"Avatars","アバター";
"Create New Avatar","新しいアバターを作成します";
"Universe:","宇宙：";
"Single Player","シングルプレーヤー";
"Owner:","オーナー：";
"Current Base","現在のベース";
"Planet:","惑星：";
"Launch","発行する";
"Loading Avatar","アバターを読み込む";
"Loading Persistent Nature","持続的な性質を読み込む";
"EARLY ACCESS","早いアクセス";
"HINT: Unequip gun to run faster","ヒント：より速く実行するためのUnequip Gun";
"Depository","寄託金";
"Habitat","生息地";
"A Habitat is a multi-purpose room that can house many interior items.","生息地は、多くの内装品を収容できる多目的な客室です。";
"Add to Backpack","バックパックに追加してください";
"Equip","装備";
"Store in Inventory","在庫に保管してください";
"Drink","ドリンク";
"Empty out","out";
"Drop","落とす";
"New Ability","新しい能力";
"Status","状態";
"This new ability unlocks your wildest dreams!","この新しい能力はあなたの最も野生の夢のロックを解除します！";
"Customize Colors","色をカスタマイズします";
"Primary
","一次
";
"Secondary","二次";
"Detail","detail detail";
"Glow","輝く";
"Hazy","h h";
"Missions","ミッション";
"CRITICAL BREACH","批判的な違反";
"Oxygen Low","酸素低い";
"Local Time","現地時間";
"You Are Dehydrated
You are Starving","あなたは脱水されています
あなたは飢えています";
"Suit Pressue Low","スーツプレッか";
"You Are FREEZING","あなたは凍っています";
"Agility","機敏";
"4m 5s","4M 5S";
"Fortitude","fort fort";
"Strength","力";
"Stamina","元気";
"HOV","h";
"-62°","-62°";
"HYD
---","ハイドリー
 -  ---";
"

NTR","

n";
"HLTH","h";
"Restoring Oxygen in 10s","10代の酸素を復元する";
"0.99","99％";
"Atmos o2: 1.29%","ATMOS O2：1.29％";
"Weight:","重量：";
"Patch Tape","パッチテープ";
"Medical Bandage","包帯";
"Scrap Metal","金属くず";
"Fern Tree Berry","シダツリーベリー";
"Alien Fiber","エイリアンファイバー";
"Rock","岩";
"Shard Blade","シャードブレード";
"Alien Hide","エイリアン";
"Makeshift Chisel","マケシフトチーゼル";
"Barrel","たる";
"Now that I've gotten a foothold on this planet, I should explore and see if I can regroup with the Phoenix Team. ([F3] will open up the GPS, your suit has a radar installed that will allow for Basic Scanning. [NUM +] and [NUM -] to change the zoom of the map.)","私はこの惑星の足がかりを得たので、私はPhoenixチームと登録できるかどうかを探り、そして見るべきです。 （[F3] GPSを開きます、あなたのスーツに基本的なスキャンを可能にするレーダーが設置されています。マップのズームを変更するには、[Num +]と[Num]  - ]。）";
"Slope: 35.6°","斜面：35.6°";
"Laboratory","実験室";
"New1","new1";
"Level 08 - SCIENTIST","レベル08  - 科学者";
"Sol 01","SOL 01";
"13 hrs to next sol","次のSOLまで13時間";
"Level 01","レベル01";
"XP: 25/100","XP：25/100";
"Physical Stats","物理統計";
"Speed","速度";
"Health","健康";
"Stat Points:","スタートポイント：";
"Proficiencies","環境";
"Combat","戦闘";
"Engineering","エンジニアリング";
"Science","理科";
"HLTH
---","h
 -  ---";
"Suit","スーツ";
"NTR","n";
"Creation Center","作成センター";
"Skeliopod Meat","スケ科植物の肉";
"Steel","鋼";
"Rubber","ゴム";
"Grilled Alien Meat","エイリアンミートの焼き";
"<color=silver>Class: </color><color=white>Consumable</color>
<color=silver>Amount: </color><color=white>1/50</color>
<color=silver>Weight: </color><color=white>0.50</color><color=lime> kgs</color>
<color=silver>Health Bonus: </color><color=white>10</color>
<color=silver>Nutrition Bonus: </color><color=white>50</color>

<color=white>Meat ripped right off the body of an indigenous alien creature. Has been cooked and is safe to eat.</color>","<color = silver>クラス：</ color> <color =白>消耗品</ color>
<color =銀>量：</カラー> <color =白> 1/50 </カラー>
<color =銀>重量：</カラー> <color =白> 0.50 </カラー> <color = Lime> KGS </ COLLOW>
<color = silver>健康ボーナス：</カラー> <color =白> 10 </カラー>
<color =銀>栄養ボーナス：</カラー> <color =白> 50 </カラー>

<color =白>肉は先住民のエイリアンのクリーチャーの体をすぐにリッピングしました。調理されて食べるのは安全です。</カラー>";
"Backpack","バックパック";
"Default","デフォルト";
"Alphabetical","アルファベット順";
"43.61 / 80.00 kgs
54.5% Weight Capacity","43.61 / 80.00 kgs
54.5重量容量";
"Inventory
","在庫
";
"[A] Skills","[A]スキル";
"Crafting [D]","クラフト[D]";
"Urchin Shell","ウルチンシェル";
"Duralumin","ジュラルミン";
"Titanium","チタン";
"Brass","真鍮";
"Tungsten","タングステン";
"Bronze","ブロンズ";
"Wire","ワイヤー";
"Circuit Board","回路基板";
"Power Cell","電源セル";
"Diamond Chisel","ダイヤモンドチゼル";
"Magnalium","マグネラリウム";
"Gunmetal","ガンメタル";
"Lead","鉛";
"Battery","電池";
"Assault Rifle","アサルトライフル";
"Talonite","Talonite";
"Mechanized Spanner","機械化スパナ";
"Crab Antenna","カニアンテナ";
"Crab Shell","カニの殻";
"Crab Meat","カニの身";
"Crab Talon","カニタロン";
"Crab Leg Meat","カニレッグミート";
"Fuel Cell","燃料電池";
"Cast Iron","鋳鉄";
"Ferrochrome","フェロクローム";
"6al-4v","6Al-4V";
"Nichrome","ニクロム";
"Azurnium","鞍譜";
"Glass","ガラス";
"Cobalt","コバルト";
"Inventory","在庫";
"Field Guide","フィールドガイド";
"Skills","スキル";
"Options","オプション";
"Build / Craft [F3]","ビルド/クラフト[F3]";
"Data Selection
Matrix","データ選択
マトリックス";
"Aziel","アジエル";
"Env Pressure:","env prevession：";
"Env Temp:","env temp：";
"Personal Data Unit","個人データユニット";
"Osiris Mission Team","オシリスミッションチーム";
"Systems Data Selection","システムデータの選択";
"Build 248.517.68200","248.517.68200を構築する";
"Exit Data Matrix [Tab]","データ行列を終了する[タブ]";
"Log","ログ";
"Lorem ipsum dolor sit amet, sed ea offendit aliquando mediocritatem. Cum ad quis malorum recusabo, nam ea audiam fuisset incorrupte, et eirmod aperiam pro. Quod detracto eloquentiam an vel, cum mutat argumentum ex. Ex eam partem dolores pertinacia, et alterum maiorum praesent his. Copiosae laboramus assentior te per, te eam feugiat elaboraret. Ut cum quas minim, has quot prodesset assueverit ei, an his utamur tibique.","Lorem Ipsum Dolor Sit Sit、SED EA攻撃Aliquando Mediocritatem。 Cum Ad Quis Malorum Recusabo、Nam Ea Audiam Fuisset e Tirepte、Et Eirmod Aperiam Pro。 Quod Detracto Eloquentiam an vel、cum mutat angumentum ex。 Ex EAM Partem Dolores Pertinacia、et alterum maiorumは彼のものです。 Copioae LaboramusアッセンテリアTe Teeam Feugiat Elaboraret。 UT Cum Quas Minimは、Quot Prodesset AssueVerit Ei、彼のユタムールチブリックです。";
"Craft","クラフト";
"Utilities","ユーティリティ";
"Defenses","守り";
"Structures","struct struct";
"Appliances","電化製品";
"Custom","カスタム";
"Crafting","cr cr";
"[A] Inventory","[a]在庫";
"GPS [D]","GPS [D]";
"Makeshift Patch Tape","Makeshiftパッチテープ";
"Class: ","クラス：";
"Amount: ","量：";
"Weight: ","重量：";
" kgs"," kgs.";
"Suit Integrity Bonus: ","スーツの整合性ボーナス：";
"IMPORTANT! Use masking tape to repair suit punctures. Can be used while equipped or straight from inventory.","重要！マスキングテープを使用してスーツの穿刺を修理してください。在庫を備えている間またはまっすぐに使用できます。";
"Makeshift Bandage","マケシフトの包帯";
"Health Bonus: ","健康ボーナス：";
"Heals hitpoints. Can be used while equipped or straight from inventory.","ヒットポイントを癒します。在庫を備えている間またはまっすぐに使用できます。";
"Makeshift Cloth Bundle","牧船布束";
"A makeshift bundle of loosely woven fibers.","ゆるく織られた繊維のマキシフトバンドル。";
"Bashing Rock","バッシュロック";
"Durability: ","耐久性：";
"%","％";
"Hardness: ","硬度：";
"Damage: ","ダメージ：";
"0% critical hit","0％クリティカルヒット";
"Useful when you have no other tools.","他のツールがない場合に便利です。";
"Stone Blade","石ブレード";
"A sharpened rock that can be used to make a blade.","ブレードを作るために使用することができる鋭い岩。";
"Stone Axe Head","ストーンアックスヘッド";
"A sharpened rock that can be used to make an axe","斧を作るために使用できる鋭い岩";
"Stone Shovel Head","ストーンシャベルヘッド";
"A shaped rock that can be used to make a shovel.","シャベルを作るために使用することができる形の岩。";
"Shaped Crab Antenna","形のカニアンテナ";
"A shaped fragment of a Crab Antenna, could be fashioned into a crude precision tool.","カニアンテナの成形フラグメントは、粗精密工具に作ることができた。";
"Crab Screwdriver","クラブドライバー";
"A makeshift multi-tool fashioned from tough pieces of chitinous antenna to allow for repairing, salvaging, and precise tinkering.","修理、救済、および正確ないじりを可能にするために、チティンなアンテナのタフな部分から作られたマキシフトマルチツール。";
"20% critical hit","20％クリティカルヒット";
"A small sharp weapon made from a rock shard.","岩の断片から作られた小さな鋭い武器。";
"Stone Axe","石の斧";
"A slashing tool that is essentially a rock on a stick with a nice handle.","素敵なハンドルが付いているスティックの上の岩であるスラッシュツール。";
"Crab Scythe","カニの鎌";
"Melee weapon made from the talon of a crab monster.","カニのモンスターのタロンから作られた近接兵器。";
"Stone Shovel","ストーンシャベル";
"Tool used to gather Sand for use in crafting.","作品に使用するための砂を集めるために使用されるツール。";
"Soil","土";
"Natural crafting agent for growing crops in a Bio Dome.","バイオドームで作物を成長させるための天然製の作物。";
"Redfern Tree Berry","レッサーツリーベリー";
"Branches","枝";
"Sand","砂";
"Human Waste","人間の浪費";
"Accessing Data","データへのアクセス";
"Crude Pipe","粗管";
"Scrap Hinge","スクラップヒンジ";
"Sulfur","硫黄";
"Mercury","水星";
"Aluminum","アルミニウム";
"Iron","鉄";
"Computer Screen","コンピューターの画面";
"Hose","ホース";
"White Gold","白金";
"Dymalloy","ディマロイ";
"Small Radar Dish Kit","小さなレーダーディッシュキット";
"Solar Panel Small Kit","ソーラーパネルスモールキット";
"Nickel","ニッケル";
"Gold","ゴールド";
"Lonsdaleite","ロンズセライト";
"Copper","銅";
"Zinc","亜鉛";
"Plastic","プラスチック";
"Beacon Kit","ビーコンキット";
"Path Light Kit","パスライトキット";
"Diamond","ダイヤモンド";
"Zirconium Plate","ジルコニウムプレート";
"Zirconium Circuit Board","ジルコニウム回路基板";
"Land Mine Set","土地鉱山セット";
"Cubic Zirconia","キュービックジルコニア";
"Skeliopod Shell","スケ科植物の殻";
"Skeliopod Tail","スケ科植物のテール";
"Inflatable Dome Kit","インフレータブルドームキット";
"Zamak","ザマック";
"Lithium","リチウム";
"Cloth Bundle","布束";
"dev console commands","dev consoleコマンド";
"Buggie","バギー";
"_","_";
"Space Utilities","スペースユーティリティ";
"Spacecraft","宇宙船";
"Plutonium","プルトニウム";
"Zircaloy","ジルカロイ";
"Bug Report / Feedback","バグレポート/フィードバック";
"Resume","履歴書";
"Settings","設定";
"Main Menu","メインメニュー";
"Exit Game","出口ゲーム";
"Menu Options","メニューオプション";
"Are you sure you want to quit to main menu? <color=#00FFB7FF>Your current position and profile will be saved.</color>","メインメニューを終了してもよろしいですか？ <color =＃00FFB7FF>現在の位置とプロファイルは保存されます。</ color>";
"No","番号";
"Yes","はい";

