"source","target"
"A low-density metal that is highly conductive and resist to corrosion.","Un metal de baja densidad que es altamente conductor y resiste a la corrosión.;"
"Dymalloy","Dymalloy;"
"Conductive alloy used for high-powered electronics.","Aleación conductora utilizada para electrónica de alta potencia.;"
"Carrot","Zanahoria;"
"Nutritious vegetable to replenish hunger. Can be eaten while equipped or straight from storage.","Verdura nutritiva para reponer el hambre. Se puede comer mientras está equipado o directamente desde el almacenamiento.;"
"Snow","Nieve;"
"Pile of frozen water flakes.","Pila de copos de agua congelados.;"
"Dirty Water","Agua sucia;"
"Liquid water to be drank for quenching thirst. This will be bad for your nutrition but the water can be purified using some simple chemistry.","Agua líquida para beber para apagar la sed. Esto será malo para su nutrición, pero el agua se puede purificar utilizando algo de química simple.;"
"Cooling Unit Mk. II","Unidad de enfriamiento mk. II;"
"Diamond","Diamante;"
"A crystalline form of pure carbon with immensely high hardness and thermal conductivity, commonly used in industrial cutting and grinding applications.","Una forma cristalina de carbono puro con una dureza inmensamente alta y conductividad térmica, comúnmente utilizada en aplicaciones de corte y molienda industriales.;"
"Dyno","Dyno;"
"A weak compound created to give a small boost to your speed.","Un compuesto débil creado para dar un pequeño impulso a su velocidad.;"
"Pistol","Pistola;"
"Lithium Ingot","Lingoteo de litio;"
"Ingots are bricks of purified building materials. You will use these in to build many different things.

- Melting point: 180.5 °C
","Los lingotes son ladrillos de materiales de construcción purificados. Usted usará estos para construir muchas cosas diferentes.

- Punto de fusión: 180.5 ° C
;"
"Pick Axe","Pico;"
"Large slashing tool that is primarily for mining but can be used in self defense.","Gran herramienta de arranque que es principalmente para la minería, pero se puede usar en defensa propia.;"
"Assault Rifle Magazine","Revista de rifle de asalto;"
"Booster Unit Mk. I","Unidad de refuerzo Mk. I;"
"Anvil","Yunque;"
"A strong compound created to give a boost to your health.","Un compuesto fuerte creado para dar un impulso a su salud.;"
"Meat Stew","Guiso de carne;"
"Simple Meat broth, an improvement over basic charred meat. Eat while equipped or straight from inventory.","Caldo de carne simple, una mejora sobre la carne carbonizada básica. Comer mientras está equipado o directamente del inventario.;"
"Light Unit Mk. II","Unidad de luz mk. II;"
"Charge Cell","Célula de carga;"
"Advanced portable power source made in a printer or fabricator. Used as a power source for the charge rifle.","Fuente de alimentación portátil avanzada realizada en una impresora o fabricante. Utilizado como fuente de energía para el rifle de carga.;"
"Orcek Egg","Huevo de orce;"
"Egg taken from an Orcek. Cook to avoid food poisoning.","Huevo tomado de un orcek. Cocinar para evitar la intoxicación alimentaria.;"
"Broken Computer Screen","Pantalla de computadora rota;"
"A computer with a screen that is defective.","Una computadora con una pantalla que está defectuosa.;"
"Dull Survival Knife","Cuchillo de supervivencia opaco;"
"A Survival Knife is a slashing tool that is an essential part of all U.N.E. standard issue Emergency Kits. Not sharp enough to precisely skin creatures, but could be used to separate plant fibers or butcher meat in a pinch.","Un cuchillo de supervivencia es una herramienta que es una parte esencial de todo lo que u.N.E. Problema estándar de kits de emergencia. No es lo suficientemente agudo como para las criaturas de la piel precisamente, pero se podría usar para separar las fibras de la planta o la carne de carnicero en un pellizco.;"
"Sulfur","Azufre;"
"A nonmetallic element that is commonly used in chemical applications and as a component in fertilizers.","Un elemento no metálico que se usa comúnmente en aplicaciones químicas y como componente en fertilizantes.;"
"Oxygen Scrubber","Scrubber de oxígeno;"
"Snake Meat","Carne de serpiente;"
"Meat ripped right off the body of a snake. Cook to avoid food poisoning.","La carne se arrancó de inmediato del cuerpo de una serpiente. Cocinar para evitar la intoxicación alimentaria.;"
"Power Cell","Celda de poder;"
"A basic lithium-ion power cell.","Una celda básica de energía de iones de litio.;"
"Hydrazine","Hidrazina;"
"Highly explosive gas commonly used to fuel rockets.","Gas altamente explosivo comúnmente utilizado para combinar cohetes.;"
"Crab Scythe","Cangrejo Scythe;"
"Melee weapon made from the talon of a crab monster.","Arma cuerpo a cuerpo hecha de la garra de un monstruo de cangrejo.;"
"Tin","Estaño;"
"A soft metal commonly used in various alloys and as a coating to prevent corrosion.","Un metal suave comúnmente utilizado en varias aleaciones y como recubrimiento para prevenir la corrosión.;"
"Horse Bract","Brácteo de caballo;"
"Horse bract are used as an ingredient to craft different items.","La bráctea del caballo se utiliza como ingrediente para crear diferentes artículos.;"
"Targe","Targue;"
"A weak compound created to give you a small boost to your health.","Un compuesto débil creado para darle un pequeño impulso a su salud.;"
"Makeshift Bandage","Vendaje improvisado;"
"Orcek Stew","Guiso de orcek;"
"A delicious stew with added Orcek Meat and Carrots. Eat while equipped or straight from inventory.","Un delicioso estofado con carne y zanahorias agregadas de orcek. Comer mientras está equipado o directamente del inventario.;"
"Duralumin","Duraluminio;"
"An alloy with a high strength to weight ratio commonly used on vehicles and aircraft.","Una aleación con una relación de alta resistencia a peso comúnmente utilizada en vehículos y aeronaves.;"
"Glass","Vidrio;"
"Crafting item for building structures, walls, and other items.
","Artículo de elaboración para estructuras de construcción, paredes y otros artículos.
;"
"Cooling Unit Mk. I","Unidad de enfriamiento mk. I;"
"Soil","Tierra;"
"Natural crafting agent for growing crops in a Bio Dome.","Agente de elaboración natural para cultivar cultivos en una biogota.;"
"Psychroptera","Psicróptero;"
"Fleshy growth from a Psychroptera.","Crecimiento carnoso de un psicróptero.;"
"Cooling Unit","Unidad de enfriamiento;"
"Azure Rifle","Rifle azul;"
"Fuel Cell","Pila de combustible;"
"A long lasting power source.","Una fuente de poder de larga duración.;"
"Solar Unit Mk. II","Unidad solar mk. II;"
"Lead Ingot","Lingote de plomo;"
"Ingots are bricks of purified building materials. You will use these in to build many different things.

- Melting point: 327.5 °C
","Los lingotes son ladrillos de materiales de construcción purificados. Usted usará estos para construir muchas cosas diferentes.

- Punto de fusión: 327.5 ° C
;"
"Solar Panel Small Kit","Kit pequeño panel solar;"
"Kit used to build Small Solar Panel. To build, right-click on Inventory Item and select Build or select the  Small Solar Panel from the Structures tab in your Character Menu.","Kit utilizado para construir pequeño panel solar. Para construir, haga clic con el botón derecho en el elemento de inventario y seleccione Comprar o seleccione el panel solar pequeño de la pestaña Estructuras en el menú de su caracter.;"
"Fibon Tree Fruit","Fruta del árbol de fibra;"
"Alien Blood","Sangre extraña;"
"Blood extracted from the body of an indigenous alien creature.","Sangre extraída del cuerpo de una criatura alienígena indígena.;"
"Beacon Kit","Kit de baliza;"
"Kit used to build beacons. To build, right-click on Inventory Item and select Build or select the Beacon from the Utilities tab in your Character Menu.","Kit usado para construir balizas. Para construir, haga clic con el botón derecho en el elemento de inventario y seleccione Construir o seleccione la ficha de la pestaña Utilidades en el menú de su caracter.;"
"Storage Unit","Unidad de almacenamiento;"
"Nickel Ingot","Lingote de níquel;"
"Ingots are bricks of purified building materials. You will use these in to build many different things.

- Melting point: 1455 °C
","Los lingotes son ladrillos de materiales de construcción purificados. Usted usará estos para construir muchas cosas diferentes.

- Punto de fusión: 1455 ° C
;"
"Key Card Tier-1","Tarjeta de llave TIER-1;"
"A low-level clearance keycard used to open Osiris mission doors in abandoned settlements and mines.","Una llave de autorización de bajo nivel utilizada para abrir las puertas de la misión de Osiris en asentamientos y minas abandonadas.;"
"Frost Lotus","Loto de escarcha;"
"A flower from the Frost Lotus plant.","Una flor de la planta de loto Frost.;"
"Crude Metal Axe Head","Cabeza de metal crudo;"
"A piece of sharpened metal that can be used to make an axe.","Un trozo de metal afilado que se puede usar para hacer un hacha.;"
"Survival Tool","Herramienta de supervivencia;"
"A multi-tool included in all U.N.E. standard issue Emergency Kits, useful for repairing, salvaging, and precise tinkering when in a pinch.","Una herramienta múltiple incluida en todo lo que u.N.E. Problemas estándar Los kits de emergencia, útiles para la reparación, la resistencia y el retención precisos cuando se aplica.;"
"Oxygen Tanks","Tanques de oxígeno;"
"Oxygen Bonus: ","Bonificación de oxígeno:;"
"Tanks filled with oxygen that can be plugged directly in to your suit. This will help you catch your breath by providing oxygen in the field.","Tanques rellenos de oxígeno que se pueden conectar directamente a su traje. Esto le ayudará a recuperar la respiración proporcionando oxígeno en el campo.;"
"Zamak","Zamak;"
"A general purpose alloy with a wide range of applications.","Una aleación de propósito general con una amplia gama de aplicaciones.;"
"6al-4v","6Al-4V;"
"An alloy with high specific strength and excellent corrosion resistance.","Una aleación con alta resistencia específica y excelente resistencia a la corrosión.;"
"Makeshift Patch Tape","Cinta de parche improvisada;"
"Ladder","Escalera;"
"Used to reach high places.","Se utiliza para llegar a lugares altos.;"
"Banana","Banana;"
"Nitrogen Compress Cell","Celda de compresión de nitrógeno;"
"ADD DETAILS
","Añadir detalles
;"
"Crude Metal Shovel","Pala de metal crudo;"
"Scarburros Palm","Scarburros Palm;"
"Data Disk SN:231.25","Data Disk SN: 231.25;"
"Test Boots","Botas de prueba;"
"Prevents Lava Damage","Evita el daño de la lava;"
"Gnat Underhook","Gnat underhook;"
"Baked Potato","Papa horneada;"
"Scrap Cloth","Tela de chatarra;"
"Soft fragments of cloth.","Fragmentos suaves de tela.;"
"Data Disk SN:385.21","Disco de datos SN: 385.21;"
"Test Backpack","Mochila de prueba;"
"Ferrochrome","Ferrocromo;"
"Acid-resistent alloy used in the production of stainless steel.","Aleación resistente a los ácidos utilizada en la producción de acero inoxidable.;"
"T21 Heavy Assault Rounds","T21 Rondas de asalto pesado;"
"Patch Tape","Cinta de parche;"
"IMPORTANT! Use patch tape to repair suit punctures. Can be used while equipped or straight from inventory.","¡IMPORTANTE! Use cinta de parche para reparar pinchazos de traje. Se puede utilizar mientras está equipado o directamente del inventario.;"
"Dirt","Tierra;"
"Useless","Inútil;"
"Iron Ingot","Lingote de hierro;"
"Ingots are bricks of purified building materials. You will use these in to build many different things.

- Melting point: 1538 °C
","Los lingotes son ladrillos de materiales de construcción purificados. Usted usará estos para construir muchas cosas diferentes.

- Punto de fusión: 1538 ° C.
;"
"Test Helmet","Casco de prueba;"
"Snake Hide","Piel de serpiente;"
"Hide from a snake used to make items for crafting weapons and different items.","Ocultar de una serpiente que se usa para hacer artículos para crear armas y artículos diferentes.;"
"Tumbo Shell","Cáscara de tumbo;"
"Shell taken from a Tumbo, often used to make defenses.","Shell tomado de un tumbo, que a menudo se usa para hacer defensas.;"
"Gnat Hide","Gnat ocultar;"
"Ion Assault Rifle Magazine","Magazine de rifle de asalto ion;"
"Spirit","Espíritu;"
"Advanced compound created to increase your health and speed.","Compuesto avanzado creado para aumentar su salud y velocidad.;"
"Spirea","Espirea;"
"Spirea plant sample used as an ingredient to craft different items. Can be eaten for a small increase in health and nutrition.","La muestra de la planta de Spirea utilizada como ingrediente para crear diferentes artículos. Se puede comer por un pequeño aumento en la salud y la nutrición.;"
"Organic Sludge","Lodo orgánico;"
"A thick sludge that appears to have high concentrations of graphene strands suspended in solution.","Un lodo grueso que parece tener altas concentraciones de hebras de grafeno suspendido en solución.;"
"Heat Sink Unit","Unidad de disipador de calor;"
"Broken Wire","Cable roto;"
"Short segments of wire. With more pieces, could be combined into a usable segment of wire.","Segmentos cortos de alambre. Con más piezas, podría combinarse en un segmento utilizable del cable.;"
"Machete","Machete;"
"A sharp weapon that is essentially a steel blade with a nice handle.","Una arma afilada que es esencialmente una cuchilla de acero con un mango agradable.;"
"Copper Ingot","Lingote de cobre;"
"Ingots are bricks of purified building materials. You will use these in to build many different things.

- Melting point: 1085 °C
","Los lingotes son ladrillos de materiales de construcción purificados. Usted usará estos para construir muchas cosas diferentes.

- Punto de fusión: 1085 ° C
;"
"Alien Insect Parts","Partes alienígenas de insectos;"
"Squished parts of an indigenous alien insect.","Partes aplastadas de un insecto alienígena indígena.;"
"Crab Screwdriver","Destornillador de cangrejo;"
"A makeshift multi-tool fashioned from tough pieces of chitinous antenna to allow for repairing, salvaging, and precise tinkering.","Una multi-herramienta improvisada de forma de piezas de antena quitinosa para permitir la reparación, rescate y tiniebras precisas.;"
"Military Medkit","Medkit militar;"
"Rubber","Goma;"
"Computer Screen","Pantalla de la computadora;"
"A computer screen with an internal processor.","Una pantalla de computadora con un procesador interno.;"
"Fungtiple Bulb","Bombilla de fungtiple;"
"A Bulb off a Fungtiple plant.","Una bombilla de una planta de fungtiple.;"
"Glass Container","Contenedor de vidrio;"
"Stores liquid so that it can be drank or used to craft more useful items.","Tiendas Líquido para que pueda beber o usar para crear artículos más útiles.;"
"Heavy Assault Magazine","Revista de asalto pesado;"
"Ammo magazine for the Heavy Assault Rifle. It is automatically used when reloading, if stored in backpack.","Magazine de munición para el rifle de asalto pesado. Se usa automáticamente al recargar, si se almacena en la mochila.;"
"Scrap Solar Panel","Panel solar de chatarra;"
"Scraps of solar panel parts that have been left over.","Scraps de piezas de panel solar que se han dejado.;"
"Ammo charges for the Pistol. It is automatically used when reloading, if stored in your backpack.","Cargos de munición por la pistola. Se usa automáticamente al recargar, si se almacena en su mochila.;"
"Mercury","Mercurio;"
"A heavy metal often used in its liquid form for scientific instruments such as thermometers.","Un metal pesado se usa a menudo en su forma líquida para instrumentos científicos, como termómetros.;"
"Tumbo Egg","Huevo tumbo;"
"Egg taken from the body of a Tumbo. Cook to avoid food poisoning.","Huevo tomado del cuerpo de un tumbo. Cocinar para evitar la intoxicación alimentaria.;"
"Mercury Ingot","Lingote de mercurio;"
"Ingots are bricks of purified building materials. You will use these in to build many different things.

- Melting point: -38.83 °C
","Los lingotes son ladrillos de materiales de construcción purificados. Usted usará estos para construir muchas cosas diferentes.

- Punto de fusión: -38.83 ° C
;"
"Crab Talon","Cangrejo;"
"Talon taken from a crab monsters leg.","Talon tomado de una pierna de monstruos de cangrejo.;"
"Shears","Tijeras;"
"A precise surgical tool used for carefully gathering organic matter.","Una herramienta quirúrgica precisa utilizada para reunir cuidadosamente la materia orgánica.;"
"Path Light Kit","Kit de luz de ruta;"
"Solar light used for path marking","Luz solar utilizada para el marcado del camino.;"
"Barrel","Barril;"
"Stores gas so that it can be used to craft more useful items.","Almacena el gas para que pueda usarse para crear artículos más útiles.;"
"Storage Unit Mk. III","Unidad de almacenamiento MK. III;"
"Arachnoid Hide","Escondite aracnoide;"
"Hide taken from an Arachnoid, used for crafting purposes.","Ocultar tomada de un aracnoide, utilizado para fines de artesanía.;"
"Arachnoid Tail","Cola arácnico;"
"Tail taken from a Arachnoid to be used for crafting purposes.","Cola tomada de un aracnoide para ser utilizado para fines de creación.;"
"Skeliopod Meat","Carne de eskeliopod;"
"Meat ripped right off the body of a Skeliopod. Cook to avoid food poisoning.","La carne se rasgó de inmediato del cuerpo de un skeliopod. Cocinar para evitar la intoxicación alimentaria.;"
"Data Disk SN:349.01","Data Disk SN: 349.01;"
"Mission Cryptex","Misión cryptex;"
"Recovery Unit Mk. I","Unidad de recuperación MK. I;"
"Hydrogen Canister","Bote de hidrógeno;"
"1% critical hit","1% de golpe crítico;"
"Container holding a pressurized hydrogen mixture. Made in either a printer or a fabricator. Used as a fuel source for the hydrogen torch.","Contenedor sosteniendo una mezcla de hidrógeno presurizado. Hecho en una impresora o en un fabricante. Se utiliza como fuente de combustible para la antorcha de hidrógeno.;"
"Darts","Dardos;"
"Projectiles used by Dart Gun.","Proyectiles utilizados por Dard Gun.;"
"Hover Recharger","Coloque el recargador;"
"Cobalt Ingot","Lingote de cobalto;"
"Gnat Tongue","Lengua de gnat;"
"Tongue ripped right from the mouth of a Gnat. Cook to avoid food poisoning.","La lengua se rasgó de la boca de un gnat. Cocinar para evitar la intoxicación alimentaria.;"
"Gold Cover","Cubierta de oro;"
"Nitro","Nitro;"
"Advanced compound created to give you more speed and stamina.","Compuesto avanzado creado para darle más velocidad y resistencia.;"
"Chlorine","Cloro;"
"A pale green gas, important for water purification.","Un gas verde pálido, importante para la purificación del agua.;"
"Adhesive","Adhesivo;"
"Adhesive is used in the fabrication of Patch Tape.","El adhesivo se utiliza en la fabricación de cinta de parche.;"
"English","inglés;"
"Avatar Inventory","Inventario de avatar;"
"Back","atrás;"
"Avatars","Avatares;"
"Create New Avatar","Crear nuevo avatar;"
"Universe:","Universo:;"
"Single Player","Un solo jugador;"
"Owner:","Dueño:;"
"Current Base","Base actual;"
"Planet:","Planeta:;"
"Launch","Lanzamiento;"
"Loading Avatar","Cargando avatar;"
"Loading Persistent Nature","Cargando naturaleza persistente;"
"EARLY ACCESS","ACCESO TEMPRANO;"
"HINT: Unequip gun to run faster","Sugerencia: Guna de unequip para correr más rápido;"
"Depository","Depositario;"
"Habitat","Habitat;"
"A Habitat is a multi-purpose room that can house many interior items.","Un hábitat es una sala multiusos que puede albergar muchos artículos interiores.;"
"Add to Backpack","Añadir a la mochila;"
"Equip","Equipar;"
"Store in Inventory","Tienda en inventario;"
"Drink","Beber;"
"Empty out","Vaciar;"
"Drop","Soltar;"
"New Ability","Nueva habilidad;"
"Status","Estado;"
"This new ability unlocks your wildest dreams!","¡Esta nueva habilidad desbloquea tus sueños más salvajes!;"
"Customize Colors","Personalizar colores;"
"Primary
","Primario
;"
"Secondary","Secundario;"
"Detail","Detalle;"
"Glow","Resplandor;"
"Hazy","Brumoso;"
"Missions","Misiones;"
"CRITICAL BREACH","Incumplimiento crítico;"
"Oxygen Low","Oxígeno bajo;"
"Local Time","Hora local;"
"You Are Dehydrated
You are Starving","Estás deshidratado
Estas hambriento;"
"Suit Pressue Low","Traje presionado bajo;"
"You Are FREEZING","Estas congelando;"
"Agility","Agilidad;"
"4m 5s","4m 5s;"
"Fortitude","Fortaleza;"
"Strength","Fuerza;"
"Stamina","Aguante;"
"HOV","Huevo;"
"-62°","-62 °;"
"HYD
---","Hidráulico
---;"
"

NTR","

Ntr;"
"HLTH","Hundido;"
"Restoring Oxygen in 10s","Restaurando el oxígeno en 10s.;"
"0.99","99%;"
"Atmos o2: 1.29%","ATMOS O2: 1.29%;"
"Weight:","Peso:;"
"Patch Tape","Cinta de parche;"
"Medical Bandage","Vendaje médico;"
"Scrap Metal","Chatarra;"
"Fern Tree Berry","Helecho árbol berry;"
"Alien Fiber","Fibra alienígena;"
"Rock","Roca;"
"Shard Blade","Hoja de fragmento;"
"Alien Hide","Escondite alienígena;"
"Makeshift Chisel","Chisel improvisado;"
"Barrel","Barril;"
"Now that I've gotten a foothold on this planet, I should explore and see if I can regroup with the Phoenix Team. ([F3] will open up the GPS, your suit has a radar installed that will allow for Basic Scanning. [NUM +] and [NUM -] to change the zoom of the map.)","Ahora que he conseguido un punto de apoyo en este planeta, debería explorar y ver si puedo reagruparme con el equipo de Phoenix. ([F3] abrirá el GPS, su traje tiene un radar instalado que permitirá el escaneo básico. [NUM +] y [NUM -] para cambiar la zoom del mapa).;"
"Slope: 35.6°","Pendiente: 35.6 °;"
"Laboratory","Laboratorio;"
"New1","New1;"
"Level 08 - SCIENTIST","Nivel 08 - Científico;"
"Sol 01","Sol 01;"
"13 hrs to next sol","13 hrs a SOL SOL;"
"Level 01","Nivel 01;"
"XP: 25/100","XP: 25/100;"
"Physical Stats","Estadísticas físicas;"
"Speed","Velocidad;"
"Health","Salud;"
"Stat Points:","Puntos de estadísticas:;"
"Proficiencies","Profecencias;"
"Combat","Combate;"
"Engineering","Ingenieria;"
"Science","Ciencias;"
"HLTH
---","Hundido
---;"
"Suit","Traje;"
"NTR","Ntr;"
"Creation Center","Centro de creación;"
"Skeliopod Meat","Carne de eskeliopod;"
"Steel","Acero;"
"Rubber","Goma;"
"Grilled Alien Meat","Carne alienígena a la parrilla;"
"<color=silver>Class: </color><color=white>Consumable</color>
<color=silver>Amount: </color><color=white>1/50</color>
<color=silver>Weight: </color><color=white>0.50</color><color=lime> kgs</color>
<color=silver>Health Bonus: </color><color=white>10</color>
<color=silver>Nutrition Bonus: </color><color=white>50</color>

<color=white>Meat ripped right off the body of an indigenous alien creature. Has been cooked and is safe to eat.</color>","<Color = Silver> Clase: </ Color> <Color = White> Consumible </ Color>
<Color = Silver> Monto: </ Color> <Color = White> 1/50 </ COLOR>
<color = plata> peso: </ color> <color = blanco> 0.50 </ color> <color = lima> kgs </ color>
<Color = Silver> Bonificación de salud: </ color> <color = blanco> 10 </ color>
<Color = Silver> Bono de nutrición: </ color> <color = blanco> 50 </ color>

<Color = White> Carne se desgarró de inmediato del cuerpo de una criatura alienígena indígena. Se ha cocinado y es seguro para comer. </ Color>;"
"Backpack","Mochila;"
"Default","Defecto;"
"Alphabetical","Alfabético;"
"43.61 / 80.00 kgs
54.5% Weight Capacity","43.61 / 80.00 kgs
54.5% de capacidad de peso.;"
"Inventory
","Inventario
;"
"[A] Skills","[A] habilidades;"
"Crafting [D]","Elaboración [d];"
"Urchin Shell","Cáscara de erizo;"
"Duralumin","Duraluminio;"
"Titanium","Titanio;"
"Brass","Latón;"
"Tungsten","Tungsteno;"
"Bronze","Bronce;"
"Wire","Cable;"
"Circuit Board","Placa de circuito;"
"Power Cell","Celda de poder;"
"Diamond Chisel","Cincel de diamante;"
"Magnalium","Magnalio;"
"Gunmetal","Gunmetal;"
"Lead","Dirigir;"
"Battery","Batería;"
"Assault Rifle","Fusil de asalto;"
"Talonite","Talonita;"
"Mechanized Spanner","Llave inglesa mecanizada;"
"Crab Antenna","Antena de cangrejo;"
"Crab Shell","Caparazón del cangrejo;"
"Crab Meat","Carne de cangrejo;"
"Crab Talon","Cangrejo;"
"Crab Leg Meat","Carne de pierna de cangrejo;"
"Fuel Cell","Pila de combustible;"
"Cast Iron","Hierro fundido;"
"Ferrochrome","Ferrocromo;"
"6al-4v","6Al-4V;"
"Nichrome","Nichrome;"
"Azurnium","Azurnio;"
"Glass","Vidrio;"
"Cobalt","Cobalto;"
"Inventory","Inventario;"
"Field Guide","Guía de campo;"
"Skills","Habilidades;"
"Options","Opciones;"
"Build / Craft [F3]","Construir / Craft [F3];"
"Data Selection
Matrix","Selección de datos
Matriz;"
"Aziel","Aziel;"
"Env Pressure:","Presión env:;"
"Env Temp:","ENV TEMP:;"
"Personal Data Unit","Unidad de datos personales;"
"Osiris Mission Team","Equipo de la Misión de Osiris;"
"Systems Data Selection","Selección de datos de sistemas;"
"Build 248.517.68200","Construir 248.517.68200;"
"Exit Data Matrix [Tab]","Salir de la matriz de datos [TAB];"
"Log","Tronco;"
"Lorem ipsum dolor sit amet, sed ea offendit aliquando mediocritatem. Cum ad quis malorum recusabo, nam ea audiam fuisset incorrupte, et eirmod aperiam pro. Quod detracto eloquentiam an vel, cum mutat argumentum ex. Ex eam partem dolores pertinacia, et alterum maiorum praesent his. Copiosae laboramus assentior te per, te eam feugiat elaboraret. Ut cum quas minim, has quot prodesset assueverit ei, an his utamur tibique.","Lorem Ipsum Dolor Sit Dmet, Sed EA Ofendit Aliquando Mediocritatem. Cum ad quis malorum recusabo, nam ea audiam funset incorruptte, et eirmod aperiam pro. Quod Detracto Elocentiam An Vel, cum Mutat Argumentum Ex. Ex EAM Partem Dolores pertinacia, et alterum maiorum praesent su. Copiosae Laboramus Assentior TE POR, TEAM FEUGIAT ELABORARET. UT CUR CUMA MINIM, CHOT PRODESSET ASSUEVERIT EI, UN TIBIO UTAMUR.;"
"Craft","Artesanía;"
"Utilities","Utilidad;"
"Defenses","Defensas;"
"Structures","Estructuras;"
"Appliances","Accesorios;"
"Custom","Personalizado;"
"Crafting","Obra;"
"[A] Inventory","[A] inventario;"
"GPS [D]","GPS [D];"
"Makeshift Patch Tape","Cinta de parche improvisada;"
"Class: ","Clase:;"
"Amount: ","Monto:;"
"Weight: ","Peso:;"
" kgs"," kgs;"
"Suit Integrity Bonus: ","Bono de integridad del traje:;"
"IMPORTANT! Use masking tape to repair suit punctures. Can be used while equipped or straight from inventory.","¡IMPORTANTE! Use cinta adhesiva para reparar los pinchazos de traje. Se puede utilizar mientras está equipado o directamente del inventario.;"
"Makeshift Bandage","Vendaje improvisado;"
"Health Bonus: ","Bono de salud:;"
"Heals hitpoints. Can be used while equipped or straight from inventory.","Cura los puntos de golpe. Se puede utilizar mientras está equipado o directamente del inventario.;"
"Makeshift Cloth Bundle","Paquete de tela improvisado;"
"A makeshift bundle of loosely woven fibers.","Un haz improvisado de fibras libremente tejidas.;"
"Bashing Rock","Bashing Rock;"
"Durability: ","Durabilidad:;"
"%","%;"
"Hardness: ","Dureza:;"
"Damage: ","Daño:;"
"0% critical hit","0% de golpe crítico;"
"Useful when you have no other tools.","Útil cuando no tienes otras herramientas.;"
"Stone Blade","Hoja de piedra;"
"A sharpened rock that can be used to make a blade.","Una roca afilada que se puede usar para hacer una cuchilla.;"
"Stone Axe Head","Cabeza de piedra;"
"A sharpened rock that can be used to make an axe","Una roca afilada que se puede usar para hacer un hacha.;"
"Stone Shovel Head","Cabeza de piedra de piedra;"
"A shaped rock that can be used to make a shovel.","Una roca con forma que se puede usar para hacer una pala.;"
"Shaped Crab Antenna","Antena de cangrejo en forma;"
"A shaped fragment of a Crab Antenna, could be fashioned into a crude precision tool.","Un fragmento formado de una antena de cangrejo, podría formarse en una herramienta de precisión cruda.;"
"Crab Screwdriver","Destornillador de cangrejo;"
"A makeshift multi-tool fashioned from tough pieces of chitinous antenna to allow for repairing, salvaging, and precise tinkering.","Una multi-herramienta improvisada de forma de piezas de antena quitinosa para permitir la reparación, rescate y tiniebras precisas.;"
"20% critical hit","20% de golpe crítico;"
"A small sharp weapon made from a rock shard.","Una pequeña arma afilada hecha de un fragmento de roca.;"
"Stone Axe","Hacha de piedra;"
"A slashing tool that is essentially a rock on a stick with a nice handle.","Una herramienta de corte que es esencialmente una roca en un palo con un mango agradable.;"
"Crab Scythe","Cangrejo Scythe;"
"Melee weapon made from the talon of a crab monster.","Arma cuerpo a cuerpo hecha de la garra de un monstruo de cangrejo.;"
"Stone Shovel","Pala de piedra;"
"Tool used to gather Sand for use in crafting.","Herramienta utilizada para recolectar arena para su uso en la elaboración.;"
"Soil","Tierra;"
"Natural crafting agent for growing crops in a Bio Dome.","Agente de elaboración natural para cultivar cultivos en una biogota.;"
"Redfern Tree Berry","Redfern Tree Berry;"
"Branches","Sucursales;"
"Sand","Arena;"
"Human Waste","Desechos humanos;"
"Accessing Data","Accediendo datos;"
"Crude Pipe","Tubo crudo;"
"Scrap Hinge","Bisagra de chatarra;"
"Sulfur","Azufre;"
"Mercury","Mercurio;"
"Aluminum","Aluminio;"
"Iron","Hierro;"
"Computer Screen","Pantalla de la computadora;"
"Hose","Manguera;"
"White Gold","Oro blanco;"
"Dymalloy","Dymalloy;"
"Small Radar Dish Kit","Kit de plato de radar pequeño;"
"Solar Panel Small Kit","Kit pequeño panel solar;"
"Nickel","Níquel;"
"Gold","Oro;"
"Lonsdaleite","Lonsdaleite;"
"Copper","Cobre;"
"Zinc","Zinc;"
"Plastic","El plastico;"
"Beacon Kit","Kit de baliza;"
"Path Light Kit","Kit de luz de ruta;"
"Diamond","Diamante;"
"Zirconium Plate","Placa de circonio;"
"Zirconium Circuit Board","Placa de circuito de circonio;"
"Land Mine Set","Conjunto de mina de tierra;"
"Cubic Zirconia","Zirconia cúbica;"
"Skeliopod Shell","Shell skeliopod;"
"Skeliopod Tail","Skeliopod Tail;"
"Inflatable Dome Kit","Kit de cúpula inflable;"
"Zamak","Zamak;"
"Lithium","Litio;"
"Cloth Bundle","Haz de tela;"
"dev console commands","Comandos de consola de desarrollo;"
"Buggie","Buggie;"
"_","_;"
"Space Utilities","Utilidades espaciales;"
"Spacecraft","Astronave;"
"Plutonium","Plutonio;"
"Zircaloy","Zircaloy;"
"Bug Report / Feedback","Informe de error / comentarios;"
"Resume","Reanudar;"
"Settings","Ajustes;"
"Main Menu","Menú principal;"
"Exit Game","Salir del juego;"
"Menu Options","Opciones de menú;"
"Are you sure you want to quit to main menu? <color=#00FFB7FF>Your current position and profile will be saved.</color>","¿Está seguro de que desea dejar de fumar en el menú principal? <color = # 00FFB7FF> Su posición actual y perfil se guardarán. </ Color>;"
"No","No;"
"Yes","sí;"
