"English","русский";
"Melee weapon made from the talon of a crab monster.","Оружие в ближнем бою из Talon of Crab Monster.";
"Stone Shovel","Каменная лопата";
"Tool used to gather Sand for use in crafting.","Инструмент, используемый для сбора песка для использования в создании.";
"Soil","Почва";
"Natural crafting agent for growing crops in a Bio Dome.","Натуральный крафт для выращивания культур в биоте.";
"Redfern Tree Berry","Redfern Дерево ягода";
"Branches","ветви";
"Sand","Песок";
"Human Waste","Отходы человека";
"Accessing Data","Доступ к данным";
"Crude Pipe","Сырая труба";
"Scrap Hinge","Лома";
"Sulfur","Сера";
"Mercury","Меркурий";
"Aluminum","Алюминий";
"Iron","Утюг";
"Computer Screen","Экран компьютера";
"Hose","Шланг";
"White Gold","Белое золото";
"Dymalloy","Дымаллы";
